before	0	1	83.6
after	0	1	49.2
before	0	2	85.8
after	0	2	129.4
before	0	3	41.5
after	0	3	67.6
before	1	1	14.8
after	1	1	6.9
before	1	2	6.7
after	1	2	8.8
before	1	3	7.8
after	1	3	8.6
before	2	1	42.0
after	2	1	32.1
before	2	2	50.0
after	2	2	39.5
before	2	3	48.2
after	2	3	32.9
before	3	1	10.1
after	3	1	19.7
before	3	2	28.4
after	3	2	18.0
before	3	3	21.9
after	3	3	25.4
